Ryan,ryan,6.84,7.31
looked,looked,7.32,7.57
up,up,7.58,7.77
from,from,7.77,7.92
his,his,7.92,8.09
boarding,boarding,8.09,8.47
pass,pass,8.47,8.850000000000001
and,and,8.88,9.06
sighed,<unk>,9.059999,9.239999
There,there,10.11,10.37
was,was,10.37,10.53
his,his,10.53,10.69
new,new,10.69,10.92
partner,partner,10.929999,11.349999
Natalie,natalie,11.349999,11.889999
awkwardly,<unk>,11.929999,12.509999
climbing,climbing,12.53,12.93
out,out,12.929999,12.989999
of,of,12.99,13.1
a,a,13.099999,13.159999
taxi,taxi,13.16,13.67
at,at,13.67,13.78
the,the,13.78,13.89
curb,curb,13.889999,14.209999
of,of,14.21,14.31
the,the,14.309999,14.449999
airport,airport,14.45,14.97
She,she,15.44,15.65
fumbled,<unk>,15.65,16.080000000000002
with,with,16.09,16.25
her,her,16.25,16.35
duffle,,,
bag,bag,16.66,17.09
jacket,jacket,17.1,17.62
and,and,17.65,17.81
massive,massive,17.82,18.34
luggage,luggage,18.34,18.78
that,that,18.8,18.96
squeaked,squeaked,18.96,19.4
shrilly,<unk>,19.4,20.01
as,as,20.01,20.07
she,she,20.07,20.28
tugged,tugged,20.28,20.6
it,it,20.6,20.700000000000003
through,through,20.7,20.86
the,the,20.86,20.98
airport,airport,20.98,21.41
doors,doors,21.41,21.99
Ryan,ryan,22.51,23.01
walked,walked,23.01,23.35
reluctantly,<unk>,24.04,24.05
toward,toward,24.05,24.37
her,her,24.37,24.57
pulling,pulling,24.91,25.23
his,his,25.23,25.42
own,own,25.42,25.75
neatly,neatly,25.76,26.21
packed,packed,26.24,26.630000000000003
carry,carry,26.66,27.01
on,on,27.01,27.16
bag,bag,27.16,27.44
behind,behind,27.44,27.84
him,him,27.84,28.04
After,after,28.599999,28.939999
checking,checking,28.94,29.33
Natalie's,<unk>,29.33,29.75
bag,bag,29.77,30.2
the,the,30.48,30.61
two,two,30.61,30.8
walked,walked,30.799999,31.189999
toward,toward,31.219999,31.449999
the,the,31.45,31.56
airport,airport,31.559999,31.949999
security,security,31.95,32.41
lines,lines,32.41,32.95
As,as,33.46,33.660000000000004
Natalie,natalie,33.66,34.059999999999995
struggled,struggled,34.07,34.56
